Region,District,Class,Latitude,Longitude,Poverty_Incidence_pct,Poverty_Intensity_pct,Illiteracy_Rate_pct,Uninsured_Rate_pct,Unemployment_Rate_pct,Youth_Dependency_Ratio,Total_Pop,Condom_Use_Women_pct,Condom_Use_Men_pct,HighRisk_Sex_Women_pct,HighRisk_Sex_Men_pct,HIV_Awareness_Women_pct,HIV_Awareness_Men_pct,PMTCT_Knowledge_Women_pct,PMTCT_Knowledge_Men_pct,VCT_Women_pct,VCT_Men_pct,VCT_12mo_Women_pct,Refuse_Sex_Women_pct,Ask_Condom_STI_Women_pct,No_Insurance_Women_pct,No_Insurance_Men_pct,Literacy_Women_pct,Secondary_Edu_Women_pct,Edu_Secondary_Women_pct,No_Education_Women_pct,Wife_Beating_Accept_pct,Adolescent_Fertility_Rate,Modern_Contraception_pct,Unmet_FP_Need_pct,HIV_Prev_Women_pct,HIV_Prev_Men_pct,HIV_Prev_Total_pct,LISA_Local_Morans_I,LISA_P_Value,LISA_Significant_Flag,LISA_Cluster_Type,Spatial_Unit_Note,Data_Source_HIV_Prevalence,Data_Source_Behavioural,Data_Source_Socioeconomic,Data_Source_Insurance,Data_Source_Education,Data_Source_Spatial_Boundaries
Greater Accra,Ayawaso North Municipal,Municipal,5.5908829,-0.199044848506062,13.9,43.8,14.26,33.99,50.2,40.2,63386,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5,0.5066264117594405,0.044,1.0,HH,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Greater Accra,Ayawaso West Municipal,Municipal,5.62669775,-0.179111178909241,9.3,41.6,5.41,35.1,54.61,24.61,75303,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5,0.5066264117594406,0.013,1.0,HH,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Greater Accra,Ga Central Municipal,Municipal,5.3203951,-2.0334832,8.3,42.6,7.0,43.68,41.33,45.77,332232,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5,0.5066264117594405,0.062,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Greater Accra,Ga East Municipal,Municipal,5.669162,-0.333376,10.1,41.8,6.67,37.32,45.54,41.38,283379,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5,0.5066264117594405,0.063,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Greater Accra,Ga North Municipal,Municipal,5.669162,-0.333376,10.5,42.3,8.04,36.7,46.83,45.75,235292,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5,0.5066264117594405,0.095,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Greater Accra,Ga South Municipal,Municipal,5.669162,-0.333376,15.8,44.1,14.28,51.14,45.22,55.65,350121,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5,0.42142403979472215,0.127,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Greater Accra,Ga West Municipal,Municipal,5.669162,-0.333376,10.5,43.3,11.33,39.3,45.61,56.36,314299,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5,0.5066264117594405,0.062,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Greater Accra,Korle Klottey Municipal,Municipal,5.55901944999999,-0.19823054970895,10.6,43.4,9.2,34.32,44.23,30.32,68633,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5,0.5066264117594405,0.044,1.0,HH,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Greater Accra,Kpone Katamanso Municipal,Municipal,5.77159775,-0.0733651054089466,10.5,43.1,9.26,37.86,44.34,52.93,412828,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5,0.5066264117594405,0.041,1.0,HH,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Greater Accra,Krowor Municipal,Municipal,5.60941925,-0.0769277820845922,12.4,42.4,7.14,43.14,47.78,38.33,143012,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5,0.5066264117594405,0.341,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Greater Accra,La Dade-Kotopon Municipal,Municipal,5.58947605,-0.156988356399583,8.9,43.1,5.47,37.07,42.18,39.59,140264,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5,0.5066264117594405,0.059,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Greater Accra,La Nkwantanang Madina Municipal,Municipal,5.74468145,-0.172508699400876,11.3,42.7,7.71,35.27,47.04,41.39,220757,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5,0.5066264117594405,0.062,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Greater Accra,Ledzokuku Municipal,Municipal,5.6050983,-0.114493361214251,11.3,43.3,8.55,37.76,46.33,40.42,217304,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5,0.5066264117594405,0.094,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Greater Accra,Ningo-Prampram,Municipal,5.81176965,0.146110955005239,19.4,44.0,17.4,45.17,46.48,55.55,204673,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5,0.5066264117594405,0.091,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Greater Accra,Okaikoi North Municipal,Municipal,5.6104365,-0.2395459,11.1,42.4,7.96,33.88,46.24,38.38,160446,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5,0.5066264117594405,0.027,1.0,HH,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Greater Accra,Shai-Osudoku,District,5.95875335,0.161872328401567,23.5,44.2,21.55,28.74,51.3,56.81,105610,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5,0.42142403979472215,0.134,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Greater Accra,Tema Metropolitan Area (TMA)-Tema Central & Tema East,Metropolitan,5.6698,-0.01657,11.6,43.8,11.35,45.19,44.46,41.13,174494,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5,0.5066264117594405,0.341,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Greater Accra,Tema West Municipal,Municipal,5.65076355,-0.0688760444019398,8.2,42.0,5.49,39.21,42.54,40.45,196224,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5,0.5066264117594405,0.346,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Greater Accra,Weija Gbawe Municipal,Municipal,5.55414475,-0.296466750643799,8.7,42.9,7.82,39.69,41.93,48.05,213674,9.7,39.9,33.3,51.3,99.2,99.5,78.7,70.0,62.1,39.1,16.8,84.5,88.5,13.4,32.2,79.2,18.0,84.6,4.4,5.8,39.0,19.0,26.0,3.8,1.1,2.5,0.393023249139816,0.091,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
North East,Bunkpurugu Nakpanduri,District,10.632198,-0.180118,38.3,45.5,38.56,10.71,67.1,66.22,82384,26.0,38.8,10.6,28.0,83.2,93.5,42.6,48.7,38.9,13.5,12.2,35.8,54.3,7.3,12.3,27.2,3.0,33.2,55.1,34.4,121.0,14.8,22.5,0.6,,0.3,3.5549314034565445,0.001,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
North East,Chereponi,District,10.1792653999999,0.207987165887793,53.8,44.2,56.31,37.28,59.91,97.72,87176,26.0,38.8,10.6,28.0,83.2,93.5,42.6,48.7,38.9,13.5,12.2,35.8,54.3,7.3,12.3,27.2,3.0,33.2,55.1,34.4,121.0,14.8,22.5,0.6,,0.3,3.6929526326599342,0.008,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
North East,East Mamprusi Municipal,Municipal,10.45279035,-0.416678651029704,54.7,47.4,52.28,16.82,73.33,90.32,188006,26.0,38.8,10.6,28.0,83.2,93.5,42.6,48.7,38.9,13.5,12.2,35.8,54.3,7.3,12.3,27.2,3.0,33.2,55.1,34.4,121.0,14.8,22.5,0.6,,0.3,3.4341628279035783,0.001,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
North East,Mamprugu Moagduri,District,10.23964,-1.27428,44.5,42.4,58.87,62.55,41.69,91.29,68746,26.0,38.8,10.6,28.0,83.2,93.5,42.6,48.7,38.9,13.5,12.2,35.8,54.3,7.3,12.3,27.2,3.0,33.2,55.1,34.4,121.0,14.8,22.5,0.6,,0.3,3.5012564809885593,0.001,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
North East,West Mamprusi Municipal,Municipal,10.29738455,-0.764055036110824,41.5,45.8,46.8,15.36,67.94,84.88,175755,26.0,38.8,10.6,28.0,83.2,93.5,42.6,48.7,38.9,13.5,12.2,35.8,54.3,7.3,12.3,27.2,3.0,33.2,55.1,34.4,121.0,14.8,22.5,0.6,,0.3,3.4341628279035783,0.001,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
North East,Yunyoo Nasuan,District,10.4415225,-0.0276844142154081,56.9,47.0,58.02,33.07,64.41,102.75,56879,26.0,38.8,10.6,28.0,83.2,93.5,42.6,48.7,38.9,13.5,12.2,35.8,54.3,7.3,12.3,27.2,3.0,33.2,55.1,34.4,121.0,14.8,22.5,0.6,,0.3,3.6929526326599342,0.002,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Northern,Gushegu Municipal,Municipal,9.9185016,-0.2164706,51.5,44.3,59.79,48.12,53.48,103.83,153965,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3,3.6929526326599342,0.001,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Northern,Karaga,District,9.9267799,-0.4316607,50.5,46.5,60.84,43.87,57.04,96.86,114225,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3,3.6929526326599342,0.001,1.0,LL,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
Northern,Kpandai,District,8.4635789,-0.0119853,48.6,42.1,51.02,53.63,41.44,83.61,126213,15.6,22.8,14.4,28.8,69.9,90.3,45.0,42.8,39.6,15.3,7.9,50.1,67.7,12.7,28.9,34.1,9.4,37.8,53.4,47.0,73.0,16.6,22.3,0.6,,0.3,1.2085705069989152,0.081,0.0,NS,,"Ghana DHS 2014 — hiv-prevalence_subnational_gha.csv (regional level, mapped to 261 districts)",Ghana DHS 2022 — hiv-behavior/knowledge/counseling/attitudes/fp2020_subnational_gha.csv (regional level),Ghana Population & Housing Census 2021 — Master Sheet.xlsx (district level),Ghana DHS 2022 — health-insurance_subnational_gha.csv (regional level),Ghana DHS 2022 — literacy/select-education-indicators_subnational_gha.csv (regional level),"Ghana Statistical Service — Ghana_New_260_District.geojson, joined via district_crosswalk_261_to_260.csv (261 census districts -> 260 unique polygons; Guan shares Krachi East Municipal's polygon)"
